Nom_de_la_gare;Code_postal;depart;Total_frequentation_2020;Total_frequentation_2019;Total_frequentation_2018;Total_frequentation_2017;Total_frequentation_2016;Total_frequentation_2015
Sain-Bel;69210;69;181551;259558;220851;222676;200804;190384
Feuquerolles;80190;80;0;10;238;397;547;574
Pont de Lignon;43430;43;376;1401;796;54;174;302
Clermont La Rotonde;63000;63;8170;11686;10461;13209;14959;18103
Sains-du-Nord;59177;59;34475;53761;53732;57580;59068;67083
Fleurieux-sur-l'Arbresle;69210;69;87204;135482;121917;115642;93970;86131
Pont de Sallaumines;62430;62;2675;12206;10953;10353;10272;11080
Clermont-en-Argonne;55120;55;91;116;28;378;309;197
Saint-Aignan - Noyers;41110;41;81130;96602;84308;85083;82671;83040
Folligny;50320;50;2163;4046;8596;12712;12051;15101
Pontanevaux;71570;71;25503;37095;32343;36465;35218;36131
Coarraze - Nay;64800;64;26993;33712;23642;31709;31169;31465
Saint-Amand-Montrond - Orval;18200;18;44514;57623;47585;56650;54625;59638
Fons - Saint-Mamert;30730;30;11709;23178;19029;18184;15647;12214
Pontcharra - Saint-Forgeux;69490;69;10191;14848;12257;17707;19419;18812
Collonges-lès-Premières;21110;21;28857;28509;26571;25943;29001;27526
Saint-André-lez-Lille;59350;59;10102;15321;14598;17021;16714;17216
Fors;79230;79;27613;28194;31508;32571;29733;28785
Pont-de-Buis;29590;29;12707;17857;12148;5625;7553;10252
Colroy - Lubine;88490;88;23;15;18;140;587;247
Saint-Antoine-de-Breuilh;24230;24;2807;3149;4979;7437;9590;13132
Fougeré;85480;85;1890;2420;2123;1590;2389;3164
Pont-Hébert;50880;50;0;1;286;455;340;326
Combs-la-Ville - Quincy;77380;77;2106559;3851637;4008207;4197319;4308161;4396308
Saint-Astier;24110;24;134342;175159;165785;194969;193501;197403
Fouquereuil;62232;62;1055;1632;1099;1065;2086;2236
Pont-Saint-Vincent;54550;54;27541;35726;33019;32818;33702;36445
Compiègne;60200;60;1868909;2847360;2705066;2891990;2847384;2895161
Saint-Aulaire;19130;19;1828;1401;923;858;344;333
Fourmies;59610;59;145503;233839;219996;236132;232693;253606
Port-Sainte-Marie;47130;47;30883;40711;34778;41324;40541;49159
Conlie;72240;72;33225;64332;68836;65237;63380;63827
Saint-Aunès;34130;34;2966;3044;2523;2753;3160;2971
Freistroff;57320;57;1494;2436;2861;2171;2051;2334
Pougues-les-Eaux;58320;58;9332;13517;12061;12487;14638;17385
Contrexéville;88140;88;18447;25390;26665;30915;37162;43759
Saint-Avre - La Chambre;73130;73;49465;69710;67349;77317;70572;73613
Fréjus - Saint-Raphael Autotrain;83700;83;30;7;32;51;95;4175
Poussay;88500;88;0;0;0;12;307;252
Corbie;80800;80;342465;453658;434938;437596;439460;455010
Saint-Ay;45130;45;9396;19804;19727;17741;19614;21231
Fretin;59273;59;53815;92078;85673;95226;84236;87880
Pouzauges;85700;85;656;779;737;678;488;596
Cordemais;44360;44;21478;36473;31510;29016;28563;29540
Saint-Brice-sur-Vienne;87200;87;613;248;303;473;168;149
Froncles;52320;52;37461;36457;33271;34600;32376;33672
Preignac;33210;33;5641;5669;4025;5037;5280;7319
Corps-Nuds;35150;35;3307;3533;4004;6702;38817;62696
Saint-Chamond;42400;42;537230;868910;775931;849320;786546;842310
Fumay;08170;8;53838;69508;74360;90982;97296;95133
Prin-Deyrançon;79210;79;7079;4301;3786;5675;6421;7254
Corseul - Languenan;22130;22;1489;2584;1464;2153;1856;1326
Saint-Clément - Laronxe;54950;54;19686;27866;24874;25189;27597;33290
Gallieni Cancéropôle;31000;31;35229;56259;57969;61229;53400;54091
Pulligny - Autrey;54160;54;452;952;1053;1349;1190;907
Couffoulens - Leuc;11250;11;1613;368;33;255;571;709
Saint-Denis-des-Murs;87400;87;2656;3829;2356;1816;1779;2601
Gan;64290;64;2628;3853;2131;2428;2614;2578
Puteaux;92800;92;2206134;4036184;3737930;3491920;3201842;3058734
Courcelles-le-Comte;62121;62;703;102;94;396;816;1126
Saint-Égrève Saint-Robert;38120;38;42409;72567;51709;58208;49892;54489
Gannat;03800;3;56161;91313;81266;92707;87973;92353
Quesnoy-sur-Deûle;59890;59;142;954;1248;736;1203;1077
Courthézon;84350;84;16297;25599;21910;29997;30388;26800
Sainte-Marguerite;59660;59;1;63;16;11;8;0
Garges - Sarcelles;95140;95;9809827;17937343;17968213;17941453;17577233;17191818
Quillan;11500;11;28039;10767;9141;10240;9974;12199
Couze;24150;24;24;122;151;1010;784;1459
Saint-Erme-Outre-et-Ramecourt;02820;2;50364;64178;72014;86736;85490;80767
Gauriaguet;33240;33;39013;41321;31528;31982;25723;24319
Quimper;29000;29;932417;1322560;1189089;1187455;1100752;1147732
Cransac;12110;12;2310;3204;3123;3594;3520;3690
Saint-Étienne Bellevue;42000;42;82197;161673;140420;157021;152453;174954
Génelard;71420;71;10405;13655;9809;10541;8517;7554
Quimperlé;29300;29;281857;376196;336604;353182;333206;347135
Cravant - Bazarnes;89460;89;5318;8539;7305;8550;7629;12819
Saint-Étienne Le Clapier;42000;42;29378;52487;44812;60756;55800;71280
Gennevilliers;92230;92;1107599;2025274;2090962;2169888;2207587;2234373
Rabastens - Coufouleux;81800;81;153077;190908;150524;180902;164759;169774
Crêches-sur-Saône;71680;71;16541;27490;24107;25708;22115;19655
Saint-Flour - Chaudes-Aigues;15100;15;16395;20316;21879;23882;24011;31195
Gerzat;63360;63;20688;27140;23326;28307;29640;29522
Rambouillet;78120;78;2565607;4690955;4924244;5197945;5380142;5551959
Crépy - Couvron;02870;2;2223;2684;1993;1738;3029;4094
Saint-Genouph;37510;37;155;708;352;1104;752;1025
Gorges;44190;44;37904;87678;103820;101521;77112;29896
Ranchot;39700;39;61972;52998;54018;64734;67180;64787
Créteil Pompadour;94600;94;4245904;7763379;7588995;7375710;7064928;6748141
Saint-Georges-d'Aurac;43230;43;3143;5363;4070;6540;6637;7872
Gourland;22200;22;1651;865;2325;1077;382;1608
Raves - Ban-de-Laveline;88520;88;682;1376;1713;1996;2049;2226
Croix du Prince;64000;64;4705;6884;4622;3975;4777;3665
Saint-Geours-de-Maremne;40230;40;6453;5511;7146;9751;9055;7126
Granville;50400;50;229336;329929;261452;270131;265248;247228
Reignier-Ésery;74930;74;54124;42475;30905;50371;45608;44274
Croix Sainte;13500;13;1310;3310;3693;5115;4388;3970
Saint-Germain-au-Mont-d'Or;69650;69;337354;510496;437980;470788;449979;445319
Gros Noyer Saint-Prix;95120;95;940853;1720304;1747157;1739184;1713626;1680959
Rémilly;57580;57;214244;276476;248345;263310;255523;272987
Crouy;02880;2;376;1011;596;327;183;457
Saint-Germain-les-Belles;87380;87;9856;12422;13497;13004;13592;14775
Groslay;95410;95;865891;1583612;1612611;1621062;1599215;1569486
Reuilly;36260;36;18104;21607;18355;18483;18211;20358
Dambach-la-Ville;67650;67;29978;39069;29842;33397;37955;36828
Saint-Hilaire-de-Chaléons;44680;44;14462;22733;20289;19155;13337;8326
Guéret;23000;23;41808;79157;75117;87870;81869;83399
Ria-Sirach;66500;66;96;788;439;115;74;269
Danjoutin;90400;90;948;1924;87;0;0;0
Saint-Hilaire-sur-Helpe;59292;59;44;729;465;205;50;355
Guéthary;64210;64;20561;27590;18887;21347;18830;18061
Riom - Châtel-Guyon;63140;63;846680;1202103;1039338;1130845;1063358;1097593
Delle;90100;90;17348;25996;1250;0;0;0
Saint-Jacques-de-la-Lande;35136;35;3741;7747;5255;7918;9182;12966
Guichen - Bourg-des-Comptes;35580;35;139479;212295;173265;164047;158923;158923
Rocamadour - Padirac;46500;46;5917;6702;5726;7512;7031;6896
Dol-de-Bretagne;35120;35;369310;534224;475619;505159;474134;492676
Saint-Jean-de-Losne;21170;21;44316;53468;49342;50434;45894;47875
Guillerval;91690;91;11258;20584;20628;20966;18296;18006
Rœux;62118;62;14871;21031;21018;23640;22208;23362
Domfront-en-Champagne;72240;72;4380;11171;13210;13090;13321;12836
Saint-Jory;31790;31;193752;193321;168739;194141;186020;198013
Guimiliau;29400;29;807;2254;3293;3890;4227;5911
Romilly-la-Puthenaye;27170;27;7101;9401;11751;12324;11288;11769
Dompierre-sur-Helpe;59440;59;1396;3175;3117;3163;2891;3146
Saint-Julien - Clénay;21490;21;34658;29002;28038;28595;28223;29962
Haluchère Batignolles;44000;44;68259;116440;97512;92615;94348;88181
Roquebrune-Cap-Martin;06190;6;57143;90870;76162;80701;63277;50498
Donges;44480;44;7839;10787;9064;8324;9446;10613
Saint-Léonard-de-Noblat;87400;87;23970;36509;37179;43087;44698;44277
Haubourdin;59320;59;40675;61310;56343;71492;66311;66832
Rouen Rive Droite;76000;76;5815567;9191757;8298493;8639349;8288350;8756659
Donjeux;52300;52;3815;3588;4064;6276;5965;5536
Saint-Louis;68300;68;1090775;1714963;1517138;1495780;1403202;1395997
Hayange;57700;57;5225;8356;7423;9871;17611;28498
Rumilly;74150;74;502974;772728;689770;760787;697916;686768
Donzère;26290;26;16156;27825;20780;23808;19937;20729
Saint-Mammès;77670;77;200892;367310;359224;353693;340771;327578
Hazebrouck;59190;59;1522617;2184495;2024306;2154475;2055746;2107672
Ruminghem;62370;62;26271;30921;27684;24848;24239;24833
Dorlisheim;67120;67;71117;111005;110311;107814;94877;89146
Saint-Martin d'Étampes;91150;91;326933;597764;606163;618898;618353;615262
Heiligenberg - Mollkirch;67190;67;17456;26388;24619;25236;26880;26619
Saales;67420;67;30105;38779;33627;34911;31977;31968
Dormans;51700;51;95970;129483;112898;110303;107441;112969
Saint-Michel - Valloire;73450;73;75613;99274;89374;96268;87808;88775
Hendaye;64700;64;324387;622884;537546;601479;566808;665206
Saint-Aigulin - La Roche-Chalais;17360;17;16612;21510;13155;10372;10736;11140
Douzillac;24190;24;0;0;0;515;1425;1234
Saint-Michel Notre-Dame;75005;75;15072376;27558327;29157305;30766769;31920430;32959046
Herny;57580;57;5431;8999;8589;10210;11525;12662
Saint-André-de-Cubzac;33240;33;467716;724717;611870;550676;439731;408928
Drap - Cantaron;06340;6;23792;46557;35806;37112;34709;28312
Saint-Paterne-Racan;37370;37;12765;14497;15918;14218;13857;15542
Hesdin;62140;62;4175;6425;6792;36154;54288;62376
Saint-André-le-Gaz;38490;38;131763;191926;176138;175579;164392;162883
Drusenheim;67410;67;108641;155110;142429;141026;139817;142517
Saint-Paul-de-Varax;01240;1;63346;79363;81357;88962;77668;74491
Hirson;02500;2;87947;129841;127542;143476;143659;163386
Saint-Aubin-sur-Scie;76550;76;7474;11437;10580;13337;15054;16024
Dunkerque;59140;59;1552467;2414699;2079125;2196217;2101681;2192362
Saint-Pierre-des-Corps;37700;37;2652070;4637645;4321292;4621459;4441879;4446995
Houdan;78550;78;434862;809939;878035;959657;996756;1026284
Saint-Bonnet-de-Rochefort;03800;3;4475;7943;5543;5468;5422;5012
Ébersviller;57320;57;3283;3285;4915;5546;5552;7297
Saint-Pierre-la-Cour;53410;53;23633;55467;63282;61035;53593;48323
Hyères;83400;83;425428;618870;568534;625047;496971;288782
Saint-Cloud;92210;92;4961718;9074757;8878763;8758417;8462103;8611117
Écommoy;72220;72;48377;114164;136641;140804;135482;136556
Saint-Pierre-sur-Dives;14170;14;34560;42027;37490;36578;32687;35797
Igney - Avricourt;54450;54;14494;21350;21470;21906;22803;21727
Saint-Cyprien;24220;24;7121;5546;8638;8592;7541;8168
Écouché;61150;61;285;528;202;641;825;919
Saint-Priest-Taurion;87480;87;20763;18933;17765;23189;24955;27176
Imphy;58160;58;23676;44593;38022;41014;34098;39324
Saint-Cyr-en-Val La Source;45590;45;31852;67204;70305;72935;72580;77618
Ecully - Tassin;69130;69;236351;279841;254404;261285;228799;188629
Saint-Rome-de-Cernon;12490;12;943;1656;1755;2114;1974;2808
Ingwiller;67340;67;198564;257900;279666;287070;279553;279117
Saint-Dié-des-Vosges;88100;88;309356;453935;413370;472400;479521;507065
Elbeuf - Saint-Aubin;76500;76;182359;312906;258562;259269;254212;290970
Saint-Sever;14380;14;7;48;76;75;78;341
Issoudun;36100;36;150188;225644;204175;219390;211367;212196
Sainte-Anne;56400;56;12677;16121;11792;6836;6347;6824
Embrun;05200;5;60362;109995;99029;121268;127417;141516
Saint-Sulpice - Auteuil;60430;60;115547;164430;168128;187097;190145;178473
Iteuil;86240;86;7509;10228;8885;8493;9533;9591
Sainte-Colombe Septveilles;77650;77;76080;139106;136480;135314;131745;127795
Épinay - Villetaneuse;93800;93;7045846;12886698;12778657;11399541;10968351;11527615
Saint-Sulpice (Tarn);81370;81;535043;594900;482942;577797;542237;528895
Itxassou;64250;64;10;255;135;75;39;21
Sainte-Geneviève-des-Bois;91700;91;2195462;4014188;4057666;4118094;4093512;4054279
Épinay-sur-Orge;91360;91;1481071;2707994;2779352;2860910;2889983;2902925
Saint-Symphorien-de-Marmagne;71710;71;456;292;65;97;240;49
Jatxou;64480;64;0;20;5;9;20;13
Sainte-Pazanne;44680;44;150288;234933;220171;212705;209342;286259
Ermont - Eaubonne;95120;95;12380423;22636877;23060542;22292293;21209815;21275454
Salses-le-Château;66600;66;15374;17568;12473;14103;11846;12810
Joinville;52300;52;39873;57765;53597;61577;63789;68019
Saintes;17100;17;387348;624430;567938;652310;606515;649829
Ermont Halte;95120;95;566794;1036432;1022305;959969;939831;914634
Santenay les Bains;21590;21;5101;6398;5026;5985;6457;8292
Jonchery-sur-Vesle;51140;51;101944;95327;96586;114725;120693;128882
Saint-Étienne La Terrasse;42000;42;89318;134471;115915;136617;135059;166118
Étainhus - Saint-Romain;76430;76;42897;63166;51343;53959;55746;62116
Sarrance;64490;64;1021;1771;997;1262;717;61
Kalhausen;57412;57;7484;10784;12902;12170;12860;13738
Saint-Féliu-d'Avall;66170;66;932;0;215;490;553;630
Étaples - Le Touquet;62630;62;335708;486140;443446;471673;448448;487194
Sarreguemines;57200;57;401838;479822;483312;523627;515389;531410
Ker Lann;35170;35;47823;71306;59354;60933;61896;63675
Saint-Germain-en-Laye Grande Ceinture;78100;78;87220;159479;152536;145087;136209;127130
Faremoutiers - Pommeuse;77515;77;147640;269998;270856;273058;269543;265345
Saulxures;67420;67;1064;903;2215;2777;2830;3010
Krimmeri Meinau;67100;67;149166;206425;209658;214492;202022;188725
Saint-Hilaire-au-Temple;51400;51;3;414;230;345;391;857
Fenouillet - Saint-Alban;31150;31;14;22;7;42;64;1094
Saverne;67700;67;1180243;1582608;1504905;1506016;1482591;1512530
La Bastide - Saint-Laurent-les-Bains;48250;48;13692;23374;24742;26453;31174;35358
Saint-Hilaire-de-Riez;85270;85;32781;45305;36487;34439;28000;18369
Feuquières - Broquiers;60960;60;14701;12362;13619;17337;20207;22632
Senozan;71260;71;6159;7769;7283;5546;4994;3983
La Bohalle;49800;49;16229;27951;24016;23632;24580;23516
Saint-Jean-de-Verges;09000;9;1526;2791;2218;3120;2132;2413
Flers;61100;61;96442;158515;148515;158129;157061;152031
Séon Saint-Henri;13016;13;0;63;1475;1227;645;1104
La Brigue;06430;6;2044;3758;2694;3516;2757;3035
Saint-Jodard;42590;42;8953;12481;11269;12696;13991;14579
Fleurville - Pont-de-Vaux;71260;71;11707;14190;14616;16709;15186;16776
Serdinya;66360;66;151;142;38;80;48;117
La Chapelle-Saint-Mesmin;45380;45;5215;12272;8556;8066;7211;6525
Saint-Joseph le Castellas;13015;13;3710;5908;4822;10794;10221;9584
Flez-Cuzy - Tannay;58190;58;668;1356;1032;989;895;810
Sermizelles - Vézelay;89200;89;7458;12225;8118;9638;8413;9030
La Chapelle-sur-Erdre;44240;44;18377;31155;25404;24352;24850;20869
Saint-Junien;87200;87;16844;22353;17115;21544;21175;22508
Foëcy;18500;18;21722;27253;25818;25935;22704;24726
Serqueux;76440;76;45212;78511;72971;77859;79612;82764
La Crèche;79260;79;15336;19339;12109;12038;11074;13394
Saint-Just-en-Chaussée;60130;60;509392;652165;639341;673646;669799;668230
Fontainebleau - Avon;77210;77;2115327;3867663;3985604;4105860;4145407;4182635
Sévérac-d'Aveyron;12150;12;12150;16054;21689;26077;22313;20906
La Croix de Méan;44600;44;2737;3399;1643;1996;2802;3800
Saint-Laurent - Gainneville;76700;76;26101;41991;37494;39359;39789;40212
Fontaines-d'Ozillac;17500;17;0;89;93;82;61;80
Sierck-les-Bains;57480;57;1760;2189;1853;2232;3271;3998
La Douzillère;37300;37;7664;10886;11104;11507;13502;17749
Saint-Léon-sur-l'Isle;24110;24;16347;16631;15292;16445;15771;16999
Fontan - Saorge;06540;6;2583;5109;4716;7217;5247;4650
Sillery;51500;51;0;859;812;406;854;1471
La Ferté-Imbault;41300;41;11851;12963;11904;11562;13175;13084
Saint-Leu-la-Forêt;95320;95;1287204;2353567;2395427;2343136;2277835;2203356
Fontenoy-sur-Moselle;54840;54;2672;2864;2500;2502;2641;3364
Simiane-Collongue;13109;13;107806;187767;187361;199261;191514;195468
La Ferté-Milon;02460;2;72807;128417;119892;118228;120942;123281
Saint-Malo;35400;35;1112158;1579532;1419742;1455429;1365971;1384542
Font-Romeu-Odeillo-Via;66120;66;40745;47484;44814;52883;52547;45205
Sin-le-Noble;59450;59;27972;67533;60850;65263;59406;59507
La Fontaine;59136;59;1408;4540;3634;4687;5429;4910
Saint-Marcel en Dombes;01390;1;46259;74865;67676;75858;70139;68233
Fos-sur-Mer;13270;13;2941;7260;7327;10945;9978;11643
Sisteron;04200;4;21755;45132;50051;65174;59203;59324
La Forest-Landerneau;29800;29;70874;73450;70970;72161;65538;61896
Saint-Nazaire;44600;44;784778;1197788;1063809;1158481;1103196;1129524
Foucart - Alvimare;76640;76;2059;7306;7041;7967;9040;11906
Soissons;02200;2;522735;755743;710127;784421;767089;806502
La Garenne-Colombes;92250;92;2241473;4101287;4106443;4128855;4073202;3995177
Saint-Ouen-l'Aumône;95310;95;1084031;1981424;1968878;1946678;1887874;1828723
Fouday;67130;67;8789;10791;11128;12098;11868;14159
Souillac;46200;46;102922;136407;120717;139917;137410;142260
La Gouesnière - Cancale - Saint-Méloir-des-Ondes;35350;35;34881;49866;40271;31673;25953;26543
Saint-Pierre-du-Vauvray;27430;27;0;2061;2637;2160;1598;1845
Foug;54570;54;6301;7974;7761;9859;10024;10217
Stains La Cerisaie T11;93240;93;497666;909932;933122;473547;0;0
La Jonchère-Saint-Maurice;87340;87;14282;12096;12394;13285;13579;13240
Saint-Pierre-en-Faucigny;74800;74;64995;75269;67226;68870;57520;47984
Frasne;25560;25;167160;260220;193651;215199;209326;208036
Steenwerck;59181;59;35755;48554;40214;43893;47339;49252
La Madeleine;59110;59;8254;9570;8509;10248;10580;11508
Saint-Quentin en Yvelines - Montigny-le-Bretonneux;78180;78;6368898;11640712;12196000;12912173;13381659;13789333
Fréjus;83600;83;108863;191271;197968;207822;146109;141235
Sucé-sur-Erdre;44240;44;103295;195057;210510;215005;211592;188923
La Marche;58400;58;2403;1283;413;114;114;505
Saint-Rambert-en-Bugey;01230;1;9492;13428;12328;13544;10630;13167
Frépillon;95740;95;193459;353741;359839;349908;332173;314068
Tarbes;65000;65;412383;529157;502591;632185;595926;637206
La Membrolle-sur-Choisille;37390;37;591;1498;1822;1468;1766;1699
Saint-Roch;80000;80;49519;79609;65454;66779;71955;71790
Frontenex;73460;73;17745;33797;24340;30272;31855;30446
Tassin;69160;69;271267;338586;330688;343825;325656;291967
La Ménitré;49250;49;96478;167703;167257;178319;169405;163319
Saint-Sulpice-Laurière;87370;87;29755;37213;33281;39036;46898;48585
Frynaudour;22860;22;208;625;695;165;159;607
Teillé;72290;72;1817;3313;5928;5969;5753;4905
La Norville - Saint-Germain-lès-Arpajon;91290;91;341290;624015;627405;636395;631898;624240
Saint-Vit;25410;25;122168;157152;147199;195894;255070;256856
Gadagne;84470;84;4237;9321;8514;9396;8920;10342
Terrasson-Lavilledieu;24120;24;13380;28633;24483;26199;25951;26472
La Poterie;35500;35;45583;33400;31844;43870;38781;33870
Saint-Yrieix-la-Perche;87500;87;12447;25400;19712;26933;27333;27730
Gaillac;81600;81;287638;329121;255107;301624;280319;288958
Teting-sur-Nied;57114;57;1869;1608;1648;1846;1642;1778
La Redonne Ensuès;13820;13;28337;46278;41776;46974;40809;47873
Sallanches - Combloux - Megève;74700;74;330484;434090;389159;411412;386257;384740
Gallargues-le-Montueux;30660;30;8776;7596;6312;6156;5696;5207
Thaon-les-Vosges;88150;88;258250;320173;271513;304609;302094;337419
La Rochefoucauld;16110;16;1;1427;3766;11004;16401;20238
Salomé;59496;59;9200;12839;13829;16221;15485;13952
Gambsheim;67760;67;192661;243205;224116;226000;208740;200663
Thenon;24210;24;9160;14887;10981;10371;8756;6226
La Roche-sur-Foron;74800;74;306885;464066;430243;475338;465827;468437
Salon-de-Provence;13300;13;196734;313998;266415;280702;262942;282394
Gandrange - Amnéville;57175;57;1646;3235;2456;3584;6408;10354
Thionville;57100;57;2425928;3681026;3483254;3734836;3498196;3429150
La Taye;28110;28;8999;10950;11314;13316;13412;13670
Sarcelles - Saint-Brice;95200;95;3083147;5638420;5684113;5658290;5628043;5570586
Gare routière de Digne les Bains;04000;4;3886;11213;12814;14709;15039;16217
Thonon-les-Bains;74200;74;407471;567533;514280;629085;599469;608791
La Tour-du-Pin;38110;38;740604;1118580;1055591;1078152;1059154;1025289
Sausset-les-Pins;13960;13;34153;69283;63931;80008;81718;88608
Gare routière de La-Voulte-sur-Rhône;07800;7;747;601;956;1029;2023;2053
Thouars;79100;79;16233;25252;35762;49652;50323;52019
La Valbonne;01360;1;160056;252060;225353;243993;228853;234778
Savenay;44260;44;471109;719833;656040;642753;591597;562043
Gargan;93320;93;1723165;3150620;3233856;3297972;3299886;3304052
Trégonneau - Squiffiec;22200;22;559;813;703;828;1209;2018
Labarthe-Inard;31800;31;230;149;230;926;1310;962
Savennières - Béhuard;49170;49;29797;49522;49260;54847;56299;56626
Gargenville;78440;78;194290;355165;346907;339962;327223;323122
Trouville - Deauville;14360;14;616688;1024945;832567;969779;918581;953191
Labège Village;31670;31;8161;11329;9169;11923;13774;18291
Saverdun;09700;9;119234;170973;160435;213828;193475;195790
Gazeran;78125;78;157079;287054;284182;285161;278919;271971
Tulle;19000;19;113261;167909;153724;190817;200992;225328
Lacelle;19170;19;870;1118;918;1212;777;854
Schopperten;67260;67;16907;12720;14462;17754;20846;22452
Gazinet Cestas;33610;33;303105;459191;402913;392020;361374;377864
Tullins Fures;38210;38;304716;497708;399489;436698;381201;376947
Laifour;08800;8;12463;13098;13466;13866;14169;15579
Sens;89100;89;973381;1437451;1373396;1483784;1449974;1505422
Geispolsheim;67118;67;36750;61437;60392;69625;92680;87532
Us;95450;95;67299;122476;124416;129068;129962;121370
Laissac;12310;12;504;1477;1688;2033;1588;1612
Servas - Lent;01960;1;47446;66259;67559;75840;71460;72225
Gièvres;41130;41;46244;56134;49554;53522;55532;53581
Valdahon;25800;25;193443;215139;188417;216255;189689;198603
Laissey;25820;25;15728;16678;13102;14954;13604;12249
Sète;34200;34;875372;1196168;1233488;1416411;1363707;1311831
Gironde-sur-Dropt;33190;33;3107;3176;1725;2468;3028;2968
Valdahon Camp Militaire;25800;25;4850;6273;3377;4331;3147;3740
Lamanon;13113;13;22952;39147;30637;31118;26519;24474
Sèvres - Ville-d'Avray;92310;92;1426179;2607842;2544443;2500917;2413013;2063088
Givet;08600;8;81823;102151;99144;112373;115504;127775
Valergues - Lansargues;34130;34;8348;8308;6890;10230;11567;10254
Landrecies;59550;59;11742;20066;17320;18718;18121;18448
Simandre-sur-Suran;01250;1;15407;18630;14966;14491;14828;12713
Givors Canal;69700;69;56247;70452;51491;43170;29708;28052
Vandières;54121;54;6261;8932;6514;6031;6315;7460
Lantenay;21370;21;11780;13643;13520;14142;13492;14812
Solignac - Le Vigen;87110;87;1044;1752;1234;1900;2047;2572
Goussainville;95190;95;2859060;5227952;5196033;5171933;5045910;4912463
Vaucelles;95150;95;347901;636093;640196;618343;614590;607360
Laqueuille;63760;63;4694;5991;4582;5552;6937;7770
Somain;59490;59;293434;472074;428300;451458;439075;463357
Goxwiller;67210;67;19059;28766;30005;33214;32784;30676
Vaudagne;74310;74;77;51;53;47;53;323
Larche;19600;19;13;44;16;109;67;280
Sospel;06380;6;28644;57160;52227;56821;50748;46369
Gragnague;31380;31;16440;18618;13357;13242;13393;11090
Vauxaillon;02320;2;6962;8201;7794;7307;7258;6385
Lardenne;31000;31;10484;11783;14783;17190;16736;17025
Souppes - Château-Landon;77460;77;382182;691753;674162;684942;656972;643835
Gramat;46500;46;10952;12369;12205;14971;16179;16898
Vauzelles;58640;58;1452;1150;1986;1406;1115;1921
Lauterbourg;67630;67;15414;25742;21638;24950;22610;23136
Staffelfelden;68850;68;50329;68825;68939;68285;64665;67839
Grande-Synthe;59760;59;7703;6507;8124;7131;5090;3812
Vayrac;46110;46;56;7;37;10;31;400
Laval-de-Cère;46130;46;338;412;584;533;576;627
Steinbourg;67790;67;62913;61815;62493;67964;75710;78504
Grasse;06520;6;209062;425920;325225;126470;345475;375035
Velars-sur-Ouche;21370;21;2933;4698;4918;4195;4506;4737
Laveline-devant-Bruyères;88600;88;3175;5376;11298;14006;13068;10706
Strazeele;59270;59;39005;49897;47075;49485;45932;47677
Gravigny Balizy;91160;91;267679;489424;507730;530728;543295;553195
Vendôme;41100;41;79003;96700;64882;61995;61126;68399
Lavilletertre;60240;60;8309;11988;13502;16843;19806;20267
Surdon;61570;61;42455;66411;56612;63283;65125;55804
Grenoble Universités - Gières;38610;38;551556;894346;772998;837144;748799;758231
Verneuil-sur-Avre;27130;27;107115;156538;141949;145787;144656;135512
Le Breuil-sur-Couze;63340;63;24702;28746;20625;23247;21098;20173
Surgères;17700;17;322403;466186;438453;462689;415453;451609
Gresswiller;67190;67;159916;211292;189944;194057;187503;177838
Versailles Château Rive Gauche;78000;78;3837152;7015859;7520468;8009738;8367046;8748796
Le Buisson-de-Cadouin;24480;24;23717;36727;43165;49851;47744;52212
Taverny;95150;95;876446;1602736;1641770;1616718;1578665;1535157
Guignicourt;02190;2;151005;150359;152559;172022;164789;157933
Vervins;02140;2;40255;39575;45483;57553;59760;63320
Le Chambon-Feugerolles;42500;42;16223;34013;28741;32783;27640;33520
Tenay - Hauteville;01970;1;21893;29469;34144;34113;30560;32579
Habsheim;68440;68;201840;307386;284751;285021;276789;281835
Vesoul;70000;70;202326;250841;306779;415106;412068;453328
Le Coudray-Montceaux;91830;91;47794;87387;89144;91802;92545;93102
Tergnier;02700;2;459874;557270;566747;613130;555327;529826
Hachette;59530;59;11;8;2;5;5;6
Veuves - Monteaux;41150;41;5049;2559;4976;7828;8330;8345
Le Creusot - Montceau-les-Mines - Montchanin TGV;71210;71;491424;863750;860926;915827;904245;937836
Thann;68800;68;134772;204227;204901;208400;202822;212664
Halsou - Larressore;64480;64;1462;223;7;28;15;13
Vidauban;83550;83;6576;12161;6847;6246;7931;9173
Le Grand Jardin;14190;14;15895;29111;27263;30546;23684;23324
Théoule-sur-Mer;06590;6;12268;14349;10721;10507;16923;18791
Ham;80400;80;118593;161089;153584;162313;154482;166096
Vierzon Forges;18100;18;1644;1940;1138;1533;1812;2816
Le Luc - Le Cannet;83340;83;33909;47512;37872;43411;42798;38783
Thiaville-sur-Meurthe;54519;54;246;923;2262;3181;1957;1724
Ham-en-Artois;62190;62;2413;2454;3036;3193;3738;4195
Vieux-Thann Zone Industrielle;68800;68;18540;24167;20228;20815;21017;25872
Le Mans;72000;72;4279841;7608629;7564034;8176901;7912660;8127475
Thiers;63300;63;33449;43341;41587;49162;49971;57483
Harfleur;76700;76;3338;4761;4029;4578;5481;6840
Villefranche-de-Lauragais;31290;31;230499;282591;220386;278190;276094;274888
Le Perray-en-Yvelines;78610;78;391241;715156;733118;754939;761212;764750
Thourotte;60150;60;29235;45937;43935;53099;50880;58107
