Nom_de_la_gare;Code_postal;depart;Total_frequentation_2020;Total_frequentation_2019;Total_frequentation_2018;Total_frequentation_2017;Total_frequentation_2016;Total_frequentation_2015
Bazoches;02220;2;4467;5856;8488;8864;10238;10352
Liesle;25440;25;8911;7137;4209;5420;7003;8435
Clacy - Mons;02000;2;997;408;48;120;436;769
Beaurainville;62990;62;1744;2379;2962;13336;23410;26699
Lille CHR;59000;59;240785;358773;299508;299569;274847;271035
Clermont La Pardieu;63000;63;248104;326766;310048;383228;362136;386177
Beauvoir-sur-Niort;79360;79;25176;26170;24235;24545;24094;22629
Limeyrat;24210;24;542;1221;58;283;935;674
Clichy - Levallois;92110;92;6164397;11275885;10863687;10745166;10573894;8018296
Beillant;17800;17;55;89;11;200;205;396
Limoux;11300;11;7083;7516;4776;6259;7119;6786
Clion sur Seugne;17240;17;0;17;19;11;10;42
Bellenaves;03330;3;3307;6618;6547;6744;8580;6510
L'Isle-d'Abeau;38080;38;199388;286245;251901;264152;246449;286944
Cognac;16100;16;106436;184047;160092;188604;175949;193217
Bellignat;01810;1;3355;5373;5208;7183;7693;7198
L'Isle-sur-le-Doubs;25250;25;108413;132981;108930;111399;104416;115527
Coignières;78310;78;255801;466909;498229;527712;546690;565792
Belloy - Saint-Martin;95270;95;99976;182798;188233;182248;178318;173862
Liverdun;54460;54;21124;29876;27533;24551;20434;18548
Collioure;66190;66;61975;101806;82088;97534;68177;89884
Belvezet;48170;48;311;264;290;609;549;201
Livry-sur-Seine;77000;77;61409;112341;107957;104859;98867;93577
Colmar;68000;68;4140126;6775423;6372491;6270745;5789117;5784270
Benfeld;67230;67;451578;703007;617992;608413;565432;560533
Longroy - Gamaches;76260;76;948;744;1346;2093;2731;3376
Condat - Le Lardin;24570;24;15934;28351;28841;33306;32350;33378
Bessay-sur-Allier;03340;3;9102;13912;11071;11083;10237;8474
Longuerue - Vieux-Manoir;76750;76;7437;11158;11120;9873;11893;13770
Condé-sur-Huisne;61110;61;15963;15552;12395;13533;16329;18717
Betton;35830;35;48846;69479;57640;60526;54956;59721
Longuyon;54260;54;38069;56106;45700;53746;54140;73542
Conflans - Jarny;54800;54;90014;138483;132436;146746;151190;169549
Biot;06410;6;188389;341782;284370;299102;244870;314143
Lothiers;36350;36;45;388;752;980;1088;955
Conflans-Sainte-Honorine;78700;78;2643589;4834179;4779174;4748100;4624289;4442590
Bitche;57230;57;15583;26270;20640;19610;18895;23357
Lourches;59172;59;8826;15041;14353;13822;11772;10803
Corbeil-Essonnes;91100;91;5383122;9842549;9324546;8829062;8205885;7600151
Blaisy-Bas;21540;21;36567;36585;35558;43707;39990;42547
Lourdes;65100;65;249153;519159;469187;533266;508357;523115
Corcieux Vanémont;88430;88;260;973;3373;2809;3239;5660
Blangy-sur-Ternoise;62770;62;77;8;5;535;1407;1916
Loures - Barbazan;65370;65;833;1329;1101;1235;1296;1389
Cormery;37320;37;97280;121611;126519;136835;146549;152487
Boën-sur-Lignon;42130;42;16541;25451;11921;13859;22402;31040
Louroux-de-Bouble;03330;3;1987;2647;1573;1693;3188;3372
Coucy-lès-Eppes;02840;2;7023;5811;7267;7048;7064;7102
Boigneville;91720;91;19320;35444;39428;44679;48929;53891
Lozanne;69380;69;233958;378829;337940;408359;378954;388852
Courcelles-sur-Nied;57530;57;16959;22931;20933;25377;27098;30617
Bois-Colombes;92270;92;2985695;5459393;5453024;5474708;5106507;5307858
Luçay-le-Mâle;36360;36;12396;12090;12893;14251;15517;15277
Courville-sur-Eure;28190;28;308137;407625;377459;371373;365994;384193
Bois-d'Oingt - Légny;69620;69;23861;35206;28578;25221;46924;49282
Ludon-Médoc;33290;33;37832;44365;37270;31621;19439;26090
Cousance;39190;39;5889;7077;4819;5637;5743;6757
Boisset;15600;15;13;61;58;82;120;174
Lutterbach;68460;68;39886;49250;45475;47464;51734;65370
Couzon-au-Mont-d'Or;69270;69;35181;56195;40076;36115;39264;39429
Bollwiller;68540;68;255288;373210;324461;326234;321937;323479
Luzenac - Garanou;09250;9;5151;9222;8507;10892;9797;9369
Creil;60100;60;4230366;6370269;5959209;6474466;6219870;5964123
Bolquère - Eyne;66210;66;2147;1965;1188;1378;1473;1720
Lycée Henri Sellier;93190;93;730480;1335610;1332694;1338409;1316397;1288152
Croix L'Allumette;59170;59;731;1029;1269;1669;1245;1465
Boran-sur-Oise;60820;60;24170;41161;44209;46272;43084;42347
Lyon Saint-Paul;69005;69;1374666;1990966;1792549;1826738;1623597;1482615
Cubzac-les-Ponts;33240;33;7684;10687;6782;6708;5138;5030
Bornel - Belle-Église;60540;60;262211;371797;348573;382303;373462;359394
Machecoul;44270;44;54369;79509;66000;68551;61895;48422
Dannemarie;68210;68;73044;109780;98973;100724;90147;90221
Boulogne-sur-Mer;62200;62;710039;1038059;980670;1072222;1072734;1151770
Mâcon Loché TGV;71000;71;301444;585061;539004;572743;531931;533700
Die;26150;26;40656;57018;48372;54460;54047;52579
Bourgneuf-en-Retz;44580;44;11428;18222;14560;15541;14164;11131
Magnac - Vicq;87380;87;13287;13498;13083;12782;11319;14010
Douai;59500;59;2450619;3811503;3529027;3717750;3579920;3636078
Bourron-Marlotte - Grez;77780;77;82729;151614;138473;127852;114171;103948
Magnette;03260;3;937;2288;4108;4979;4824;2356
Drancy;93700;93;4908314;8976601;8782317;8585390;8248559;7883390
Boutigny-sur-Essonne;91820;91;95542;174695;183549;193710;200565;206851
Mailly-la-Ville;89270;89;3609;5072;3429;2971;2359;2584
Dreuil-lès-Amiens;80730;80;6308;8475;9338;10017;12829;13322
Bram;11150;11;57267;77466;55774;67119;62165;60963
Maizières-lès-Metz;57210;57;181582;291544;270820;303790;295450;308818
Égletons;19300;19;28707;31577;31158;31977;33570;34935
Brandérion;56700;56;7003;8446;3550;2015;1601;2008
Malause;82200;82;0;0;162;432;794;1263
Épanvilliers;86510;86;770;740;609;590;773;1149
Brassac-les-Mines - Sainte-Florine;63570;63;94671;127959;119212;139399;135624;143126
Mantes-la-Jolie;78200;78;6274411;11473614;11017685;10662194;10174217;9474592
Épinay-sur-Seine;93800;93;2191067;4006406;4210792;3419097;2572264;2700882
Brest;29200;29;1631411;2453255;2152505;2137171;2039504;2066652
Marcelcave;80720;80;43568;50551;45126;41982;41023;40878
Épluches;95310;95;45388;82821;87088;74693;70353;68305
Brétigny-sur-Orge;91220;91;3639693;6654818;6622680;6638324;6515476;6360502
Marigny;79360;79;8587;7067;5830;7726;7893;9236
Épouville;76133;76;895;1772;1542;1808;2218;2367
Breuillet - Bruyères-le-Châtel;91650;91;281996;515602;518454;525645;520688;513952
Marmande;47200;47;377860;594124;524811;556357;524856;541890
Éragny - Neuville;95610;95;534439;978365;901785;833310;755133;746705
Brimeux;62170;62;380;152;3;451;514;1431
Marquette;59252;59;140;42;121;13;14;6
Erstein;67150;67;499591;743201;671466;656886;607337;610637
Brion - Montréal-la-Cluse;01460;1;25344;35922;32292;32521;38422;44243
Maurois;59980;59;179;337;474;112;606;1118
Escaudœuvres;59161;59;143;32;134;161;263;49
Brive-la-Gaillarde;19100;19;672706;1012543;948604;1080750;1045725;1113072
Mazamet;81200;81;40290;55808;48875;61909;58346;60454
Essonnes Robinson;91100;91;153959;281500;301824;324412;342324;360066
Bruyères-sur-Oise;95820;95;57356;112059;122599;111374;108183;102976
Ménil Flin;54200;54;936;1094;1567;2643;2072;2019
Étain;55400;55;88396;88957;68545;71927;68243;74519
Bueil;27730;27;82538;134779;129216;166352;163568;159566
Mérens-les-Vals;09110;9;1401;3473;2318;2514;2448;2236
Étang-sur-Arroux;71190;71;76286;76539;67299;72528;71592;81646
Busigny;59137;59;44422;56535;49018;55333;50415;54060
Méricourt - Ribemont;80340;80;35184;39174;35096;32162;30772;29761
Étriché - Châteauneuf;49330;49;20760;50986;61562;57633;55988;57751
Buzy en Béarn;64260;64;6920;9425;6855;7884;8354;7842
Mervans;71310;71;6217;9278;7265;7111;6259;7124
Évian-les-Bains;74500;74;145024;214137;191801;231165;217264;234717
Callac;22160;22;29476;27278;23917;24032;21166;22912
Mesves - Bulcy;58400;58;3830;3183;3006;3581;4583;5750
Évry Val de Seine;91000;91;499987;914295;952220;996434;1020954;1045105
Carbonne;31390;31;239915;302718;264763;344989;330630;356478
Metz Nord;57000;57;25967;35065;30706;30222;24439;17291
Évry-Courcouronnes;91000;91;6157562;11258509;11133073;11022956;10724567;10369452
Carnoles;06180;6;516055;851257;712300;776823;684091;571866
Metzervisse;57940;57;3651;4874;4727;5608;6276;6867
Exideuil;16150;16;0;0;0;79;288;834
Castelnaudary;11400;11;259728;352252;309127;384937;372905;368305
Meung-sur-Loire;45130;45;268750;399686;372678;363228;336276;351263
Faulquemont;57380;57;145376;242978;223630;238995;221647;226840
Cattenières;59217;59;248;544;1;8;3;13
Meursault;21190;21;10755;18328;16723;18019;15772;16038
Fécamp;76400;76;134569;202546;170405;167634;104841;119024
Cavaillon;84300;84;155260;249198;215619;242015;227151;242103
Meyrargues;13650;13;29394;54518;55461;67773;65324;68670
Fépin;08170;8;4484;3555;4150;5477;7131;7440
Cavignac;33620;33;40871;55349;44820;39048;31594;30154
Milhaud;30540;30;1989;4354;3206;3753;3213;2195
Feuquières - Fressenneville;80210;80;1392;6453;9990;15591;15714;19122
Cergy Saint-Christophe;95800;95;4135105;7560627;7359555;7125540;6806298;6453027
Millas;66170;66;1195;286;368;508;322;364
Forbach;57600;57;255912;434474;409207;462249;425692;457369
Cérons;33720;33;271582;381636;321075;291943;265254;246131
Milly-sur-Thérain;60112;60;4098;5878;7516;7719;7829;8988
Fourchambault;58600;58;14195;16850;14058;17433;18144;19230
Chabenet;36800;36;155;87;95;115;80;99
Miramas;13140;13;529726;835079;772436;833476;782305;796076
Francheville;69340;69;57723;79040;72127;73019;62738;58285
Challans;85300;85;148351;224422;187171;197601;177029;136259
Modane;73500;73;194902;244172;244109;255401;231377;232761
Fresnoy-le-Grand;02230;2;14289;22961;19992;23812;22091;17913
Châlons-en-Champagne;51000;51;585964;1001753;897293;1032374;995250;1050907
Monsempron-Libos;47500;47;20630;35773;35246;39031;42400;45076
Frontignan;34110;34;279780;367634;350713;423739;406562;401340
Chalon-sur-Saône;71100;71;1300348;1636309;1548072;1708684;1621767;1765939
Montaigu;85600;85;270678;400794;392866;409704;397193;403421
Fronville;52300;52;1289;1526;630;287;587;661
Chambourg-sur-Indre;37310;37;2154;8861;10751;14050;14040;14479
Montargis;45200;45;1252990;2147437;2052909;2092101;1986174;1985014
Futuroscope;86360;86;93094;192114;167515;222982;220636;204514
Chamonix Aiguille du Midi;74400;74;4729;5373;4670;3869;3105;3748
Montbizot;72380;72;12385;29840;35995;35712;31959;29633
Garancières - La Queue;78890;78;179212;328859;326533;330655;325044;321234
Champagnole;39300;39;36540;35922;28993;33993;29142;27213
Montchanin;71210;71;68536;78852;69086;85623;93253;100200
Garches - Marnes-la-Coquette;92380;92;1034529;1891700;1835968;1791195;1713919;1797137
Champs - Saint-Bris;89290;89;1684;3062;2172;3169;3195;7201
Mont-de-Marsan;40000;40;341538;444293;396133;397333;343875;351239
Gardanne;13120;13;242519;458027;518485;702478;655568;646283
Chantenay-Saint-Imbert;58240;58;11116;7703;6355;7940;7642;7487
Montérolier - Buchy;76680;76;25405;38036;33488;32289;31402;33569
Gestel;56530;56;5461;8441;5997;6297;8476;7922
Chantonnay;85110;85;8294;17727;17660;15532;16152;19927
Monteux;84170;84;51419;106553;107288;126879;86965;45716
Gien;45500;45;102555;159748;145128;155425;146203;159968
Charleville-Mézières;08000;8;1038116;1337743;1301109;1444131;1443010;1545897
Montfort-l'Amaury - Méré;78490;78;352739;644638;647541;658762;652624;645654
Gilley;25650;25;13290;21293;16559;16797;13031;21001
Chars;95750;95;117197;216668;210567;211762;207620;204576
Montigny-sur-Loing;77690;77;117592;214722;217333;220429;218474;216959
Glos - Montfort;27290;27;0;830;1253;772;1213;1769
Châteaubriant Tram Train;44110;44;56599;100608;98200;105333;100208;103290
Montmédy;55600;55;2001;5546;4739;7056;8207;9503
Grand Bourg;91000;91;165376;302375;336778;376379;412191;450127
Châteaudun;28200;28;107313;149871;121601;125030;123473;136683
Montmélian;73800;73;422866;637291;571999;615265;572521;588262
Gravelines;59820;59;26881;48190;28939;27184;24117;20857
Châteauneuf - Bujaleuf;87460;87;2428;3889;2376;2274;2433;2849
Montreuil sur Mer;62170;62;2242;2462;2112;29338;51489;57554
Grenoble;38000;38;6886394;11228672;10164418;11052531;10424187;10872829
Chaville Rive Droite;92370;92;1317735;2409913;2355862;2314358;2233621;1907117
Mont-sur-Meurthe;54360;54;8703;10788;9382;9930;12366;12404
Gretz-Armainvilliers;77220;77;482211;881676;904863;930677;938758;943338
Chelles - Gournay;77500;77;5947634;10874698;10902348;10947125;10797607;10591778
Mormant;77720;77;249029;455346;447454;444280;431778;417233
Grigny Centre;91350;91;4075590;7451784;7262293;7046881;6723757;6395274
Chemin d'Antony;92160;92;218873;400187;394028;391171;380440;367722
Morre;25660;25;5818;8286;10191;10453;10325;11412
Grigny le Sablon;69520;69;70641;92875;71224;71350;61896;60721
Cherbourg-en-Cotentin;50100;50;393452;711262;637140;709030;683903;731228
Moulis - Listrac;33480;33;17758;28996;21411;17867;14069;17014
Grisolles;82170;82;76876;88875;76716;94720;93638;92928
Chevilly;45520;45;42337;45655;39508;33060;35606;39457
Muhlbach-sur-Munster;68380;68;29649;31410;28888;30407;31929;31602
Groisy - Thorens-Glières;74570;74;67698;76660;68730;77445;67629;63268
Chindrieux;73310;73;16002;23568;20149;20739;15265;15915
Muizon;51140;51;80902;73393;65407;77331;82000;83049
Gundershoffen;67110;67;72612;79706;64665;64765;72360;75320
Chorges;05230;5;13473;26500;24056;30826;28090;32345
Munster;68140;68;257017;306775;315192;345654;345048;343104
Hangest-sur-Somme;80310;80;32903;43635;39230;39105;37668;42167
Clamecy;58500;58;17143;27041;21852;24943;23797;25616
Musée d'Orsay;75007;75;2592091;4739380;4970262;5213150;5371774;5514887
Harfleur Halte;76700;76;2055;3788;3871;4858;4973;4463
Clisson;44190;44;761509;1167645;1047319;1054163;1000605;965360
Najac;12270;12;7299;10999;6466;8610;7247;7567
Hasenrain;68100;68;0;0;0;566;395;378
Compans;77290;77;20752;38205;40000;39917;41082;40731
Namps - Quevauvillers;80710;80;413;459;598;794;1198;1084
Hatrize;54800;54;286;1580;1705;1279;652;1601
Conflans Fin d'Oise;78700;78;2858401;5226077;5328451;5463185;5490546;5483634
Nérondes;18350;18;17334;20245;16909;17891;20498;22791
Heilly;80113;80;4490;5151;3945;4278;4628;4917
Corbigny;58800;58;3962;6542;4865;5091;4664;4394
Nesle;80190;80;51058;72574;61864;66003;63239;66017
Herchies;60112;60;2344;2949;5298;7492;6313;5587
Cormeilles-en-Parisis;95240;95;2014618;3683266;3750496;3830848;3843422;3651596
Neufchâteau;88300;88;47657;73661;87866;93348;80656;80707
Herrlisheim;67850;67;147257;214085;193665;194327;190148;197572
Coron de Méricourt;62680;62;12501;33746;33675;35421;31557;30520
Neuillé-Pont-Pierre;37360;37;13053;15069;15307;14988;18315;18864
Hettange-Grande;57330;57;385316;591047;574818;666183;689263;655236
Couëron;44220;44;33555;56980;46990;37526;32029;32373
Nézel - Aulnay;78410;78;45256;82508;82478;82538;81051;79481
Hoenheim Tram;67800;67;55669;75183;75157;72582;70820;74593
Coulanges-sur-Yonne;89480;89;2880;3880;2401;2507;2812;3208
Nice Saint-Augustin;06200;6;1007357;2085292;1746451;1852579;1427719;1345721
Houlgate;14510;14;8614;15283;12321;14587;14006;14511
Courcy - Brimont;51220;51;20987;20326;18016;18842;20782;21508
Niederbronn-les-Bains;67110;67;132099;160850;161319;160698;163979;161539
Hundling;57990;57;36599;38274;34386;34555;35070;37398
Courtalain - Saint-Pellerin;28290;28;3804;4511;4586;4140;5170;5739
Nîmes;30000;30;3948663;5976568;6116249;6841918;6562782;6323409
Illfurth;68720;68;49498;78865;72961;61441;52591;52073
Crépieux la Pape;69140;69;5478;9378;6463;7130;6194;7511
Nîmes Pont du Gard;30129;30;0;0;0;0;0;0
Ingrandes sur Vienne;86220;86;4722;6006;5013;4789;4683;3017
Crépy-en-Valois;60800;60;1331038;2200687;2104530;2653817;2230868;1963679
Nointel - Mours;95590;95;235315;430630;421212;408289;403564;397988
Invalides;75007;75;6073454;11104701;11541909;11941725;12138735;12310511
Cugand;85610;85;14969;12805;11178;11186;8527;5988
Noisy-le-Roi;78590;78;129963;237626;243194;249046;251371;253878
Isbergues;62330;62;130662;219400;208169;225503;220037;245167
Cuinchy;62149;62;28144;47390;44635;47566;46774;47637
Nonancourt;27320;27;5516;10375;9831;10910;13214;14725
Issou - Porcheville;78440;78;115670;211354;208966;208585;204045;201878
Culoz;01350;1;189548;326085;256445;287683;277122;278419
Nortkerque;62370;62;2048;2870;2137;2398;2296;2749
Iwuy;59141;59;5446;7181;5870;6973;6520;7871
Damiatte - Saint-Paul;81220;81;16042;20332;17446;21096;22814;22436
Nouan-le-Fuzelier;41600;41;26442;35637;35741;40678;39239;39077
Janzé;35150;35;173173;200625;199836;205288;306547;367720
Dammartin - Juilly - Saint-Mard;77230;77;543001;992824;1027727;1002882;939476;876390
Nouvion-sur-Meuse;08160;8;45387;45483;45054;55084;61589;60999
Jarrie - Vizille;38560;38;9411;17869;12850;15895;16778;29168
Daours;80800;80;27157;31699;26769;28859;28036;26913
Noyon;60400;60;522465;701057;667764;743405;726472;728265
Jarville-la-Malgrange;54140;54;30636;41635;32184;30080;27277;25777
Dardilly Les Mouilles;69570;69;21457;23821;23723;19482;19157;11502
Nuits sous Ravières;89390;89;22087;34707;27520;30273;29463;31124
Jassonneix;19250;19;496;960;650;971;651;17
Dégagnac;46340;46;267;215;151;308;347;352
Nurieux-Volognat;01760;1;9901;20701;18300;22712;23201;24107
Jœuf;54240;54;26881;37612;30885;37144;34647;35302
Dettwiller;67490;67;127770;169824;171185;177122;167653;163089
Oloron-Sainte-Marie;64400;64;76022;122954;95638;116596;116549;117353
Joigny;89300;89;289459;436044;407803;448301;408195;425487
Deûlémont;59890;59;147;316;332;390;574;894
Onville;54890;54;4173;5287;5740;8123;8982;11298
Joncet;66193;66;54;111;29;49;33;29
Deville;08800;8;22128;24336;20934;24211;25000;28099
Orléans;45000;45;2589806;4271403;4295598;4601071;4258867;4446767
Jouy;28300;28;96053;119108;120614;138061;145516;147729
Diemeringen;67430;67;103728;124653;130296;137092;126159;130026
Ouges;21600;21;7286;14461;11913;13018;11390;8819
Kerhuon;29480;29;35965;47127;36793;38626;39221;38793
Dieupentale;82170;82;84194;92083;78002;104385;99469;97030
Oyonnax;01100;1;102357;128347;111436;116539;123391;129797
Keskastel;67260;67;47041;33261;34433;43443;46026;48090
Dijon Porte Neuve;21000;21;129654;159908;166537;183258;180774;187203
Pagny-sur-Meuse;55190;55;3509;4708;3520;2801;2931;3962
Koenigsmacker;57110;57;760;1359;860;994;1470;1585
Dinan;22100;22;37277;72293;67398;83213;81345;84903
Paray-le-Monial;71600;71;195478;188739;146238;153800;152375;171696
Kruth;68820;68;18542;26336;24164;25830;25601;25185
Dingé;35440;35;7880;11488;9997;9641;11056;11021
Parc des Expositions;93420;93;1526202;2790979;2749960;2734326;2661353;2582285
La Bachellerie;24210;24;165;935;668;706;1061;957
Distroff;57134;57;17999;16867;18734;23789;24275;25644
Paris Bercy Bourgogne - Pays d'Auvergne;75012;75;2592964;4482042;4133983;4154918;3842624;3968276
La Barasse;13011;13;7390;10851;8554;7963;5171;4047
Docelles - Cheniménil;88460;88;5168;5720;4021;5496;5733;5535
Paris Gare de Lyon;75012;75;76201376;135350774;133161056;136934490;133991028;134173424
La Baule-Escoublac;44500;44;390788;585576;538183;571079;535098;502380
Dole;39100;39;818457;1049061;991069;1070036;1012236;1003796
Parsac - Gouzon;23140;23;241;343;177;233;344;231
La Cave;24200;24;4;8;5;22;20;330
Dommartin - Lissieu;69380;69;13235;12140;9959;9114;8849;10901
Pau;64000;64;776395;1046903;906347;1038108;950121;1007888
La Chaize-le-Vicomte;85310;85;557;3890;4720;3762;3177;4219
Dourdan La Forêt;91410;91;227943;416770;374439;343508;307640;273548
Penhoët;44600;44;39787;50651;33875;34382;34666;30736
La Chapelle - Aulnay;44240;44;14849;21028;17143;15547;13054;12746
Druye;37190;37;10637;16989;18357;17107;13999;13438
Penne-d'Agenais;47140;47;10037;17528;16672;17974;18351;19069
La Chaumusse - Fort-du-Plasne;39150;39;1747;845;1863;3669;3918;3331
Durtol - Nohanent;63830;63;539;606;347;590;756;502
Persan - Beaumont;95340;95;2248982;4112008;4071799;3932743;3707776;3487981
La Courneuve - Aubervilliers;93120;93;7940110;14517022;14288840;14019873;13519983;13002415
Duttlenheim;67120;67;152535;231471;205233;204673;201873;202676
Pertuis;84120;84;5067;9661;16784;53695;51534;51241
La Couronne Carro;13500;13;12542;25227;21672;30708;31843;34769
Ebersheim;67600;67;11859;17186;15104;13195;14582;15433
Picquigny;80310;80;58943;67126;63106;66180;70002;70293
La Faloise;80250;80;7969;8722;8237;8856;9104;9207
École-Valentin;25480;25;3854;6069;5684;6386;6236;7012
Pierre-Bénite;69310;69;26703;45505;30102;30331;25258;31180
La Fère;02800;2;118004;127943;131152;159473;168247;168966
Écouflant;49000;49;0;0;0;209;1202;1380
Pierrelatte;26700;26;233791;358800;322604;356177;328305;357908
La Ferté-Saint-Aubin;45240;45;125201;185407;174064;183042;174188;171394
Eichhoffen;67140;67;8899;13322;10526;14473;16648;17520
Pierreville;54160;54;181;0;0;270;1000;1906
La Fouillouse;42480;42;5484;9693;6627;7385;5073;7065
Éloyes;88510;88;22178;36583;25630;25110;23985;27749
Planès;66210;66;310;388;419;469;644;638
La Frayère;06400;6;45627;84814;58456;28316;57061;54379
Ennevelin;59710;59;601;975;714;471;321;907
Pleudihen-sur-Rance;22690;22;1007;835;1157;1538;2380;1588
La Garde;83130;83;86086;133493;108379;119992;97886;72684
Épernon;28230;28;1306905;1816714;1740343;1820802;1826138;1892494
Plouharnel - Carnac;56340;56;4877;5478;4199;3127;3714;2590
La Grand-Combe;30110;30;14586;18485;19328;24853;24681;19051
Épinal;88000;88;1011386;1396339;1267087;1381686;1351856;1429632
Plounérin;22780;22;345;1281;888;817;588;620
La Haie-Fouassière;44690;44;87906;153534;156587;152935;123439;89051
Esquelbecq;59470;59;139507;183011;157838;152605;137749;130765
Poliénas;38210;38;24212;32826;28145;32515;27218;23765
La Jarrie;17220;17;13853;18035;9346;6372;119;0
Étampes;91150;91;1723318;3150915;3096908;3057162;2957089;2848779
Pont Cardinet;75017;75;3696493;6759706;6103661;5633400;5161047;3511372
La Joux;74400;74;217;330;370;202;239;322
Fère-en-Tardenois;02130;2;309;1578;2558;4762;8619;12074
Pont de Dore;63920;63;37081;58791;55333;64852;64099;68005
La Meyze;87800;87;1776;2759;2753;2819;2226;2861
Ferrières - Fontenay;45210;45;21354;36147;32070;35639;36797;40794
Pontchâteau;44160;44;131994;253589;265775;282801;292236;292744
La Pomme;13720;13;8093;8213;5903;7603;5644;4165
Firminy;42700;42;166599;315135;267265;361140;268822;308309
Pont-d'Ain;01160;1;19543;26296;21678;26249;24673;24354
La Rivière-Drugeon;25560;25;26061;24754;23125;23565;18742;17667
Fismes;51170;51;210169;235537;231070;256425;244836;249464
Pont-de-Veyle;01290;1;33863;43215;38597;43783;42216;47317
La Roche-Maurice;29800;29;9792;14028;13113;13963;13568;10990
Flavy-le-Martel;02520;2;13303;13988;11848;12315;12559;14706
Pont-du-Casse;47480;47;360;711;573;451;292;237
La Ville-Dieu-du-Temple;82290;82;11941;11468;9992;10242;9073;11127
Flaxlanden;68720;68;6326;9965;9085;11298;13000;14723
Pontmort;63200;63;12565;17357;16232;21981;24978;25693
La Wantzenau;67610;67;24431;48018;39613;40097;51688;49467
Foix;09000;9;148675;269634;227132;284877;276252;308721
Pontoise;95300;95;4350282;7951035;8172721;8065338;7866331;7392889
Labège Innopole;31670;31;166842;240193;180908;218406;186879;215599
Fontaine-le-Port;77590;77;22975;42287;46433;51024;55030;59224
Pont-Remy;80580;80;11473;16813;14120;17400;17224;17444
Labergement-Sainte-Marie;25160;25;5664;8043;7977;9101;11347;8873
Fontaines - Mercurey;71150;71;38179;33976;33136;38084;34670;35110
Port-Brillet;53410;53;24133;51913;59807;65049;62147;61758
Labruguière;81290;81;4084;7055;5795;7676;7179;8753
Formerie;60220;60;9130;10336;7809;7501;6118;6138
Port-la-Nouvelle;11210;11;70509;83628;71159;87075;78634;74666
Lacourtensourt;31200;31;34168;42915;30550;30941;29161;32813
Franois;25770;25;6003;8215;12811;28351;25535;24509
Pouilly-sur-Loire;58150;58;8191;10479;7249;7458;6802;10062
Lagny - Thorigny;77400;77;2089458;3821213;3784219;3760262;3668740;3561964
Frévin-Capelle;62690;62;3906;4836;6540;7935;7961;7262
Pouxeux;88550;88;10604;13399;10635;12728;7487;5278
Lamagistère;82360;82;14791;16800;18339;23252;21427;20983
Fromental;87250;87;584;373;330;410;1042;890
Quédillac;35290;35;16478;15811;14362;10624;7876;9223
Lamarche;88320;88;456;505;242;530;1020;1019
Galuzot;71230;71;10972;7575;3822;2353;2092;2607
Questembert;56230;56;153542;202112;163621;149780;133813;137833
Lamonzie-Saint-Martin;24680;24;300;750;601;646;1289;1321
Gannes;60120;60;1782;1790;2805;2269;1408;2426
Raedersheim;68190;68;34582;52673;46533;48062;45192;43876
Landerneau;29800;29;555746;795724;708940;731244;736680;744689
Gap;05000;5;194806;365426;368393;446455;431105;446858
Rai - Aube;61270;61;0;5;0;25;29;34
Landévant;56690;56;34646;49467;40947;42063;41967;40203
Gardonne;24680;24;21890;22457;38151;43953;37293;33820
Raismes;59590;59;30960;47322;42094;43713;39930;37624
Landivisiau;29400;29;142321;189189;161156;156427;155315;165764
Gemeaux;21120;21;20015;22959;19944;22008;23194;20887
Ranspach;68470;68;18331;18981;19487;22046;23264;22381
Landry;73210;73;25802;36159;35932;36903;36051;34715
Générac;30510;30;580;801;357;434;218;354
Razac-sur-l'Isle;24430;24;3803;5446;2851;3667;4646;6424
Laneuveville-devant-Nancy;54410;54;6555;10282;9556;8653;8719;9548
Givors;69700;69;639511;1026224;988341;1104102;1016986;1022142
Réding;57444;57;44147;59618;50947;43273;33727;33952
Langeac;43300;43;15948;25507;20721;26246;22834;23675
Golfech;82400;82;0;0;0;565;1760;1896
Redon;35600;35;568232;925278;903885;1003076;1021386;1014871
Lannemezan;65300;65;53489;67169;73290;95005;91450;105410
Goncelin;38570;38;318676;499314;422297;434806;410393;435796
Régny;42630;42;32098;36415;39049;40143;28205;30071
L'Arbresle;69210;69;612641;950385;911819;975753;911712;919562
Abbaretz;44170;44;22773;38473;38027;35637;33021;35989
Gonfaron;83590;83;17023;26393;21017;20367;20036;18252
Remise à Jorelle;93140;93;265429;485311;532143;580626;623148;666150
Lardy;91510;91;232537;425172;432949;444831;446652;447043
Aigueperse;63260;63;50677;75954;70745;77218;78088;75873
Graffenstaden;67400;67;17816;33255;27446;28914;29117;35392
Retiers;35240;35;29121;38366;38574;43416;75620;89786
L'Argentière Les Écrins;05120;5;29970;45379;40298;48578;51154;53159
Aiguillon;47190;47;89616;109094;92690;96909;90187;92826
Graffenwald;68700;68;58023;78248;78592;74572;69576;79337
Revigny-sur-Ornain;55800;55;90024;89991;78841;87446;90608;99365
Laroque-Timbaut;47340;47;178;314;337;771;636;491
Aime - La Plagne;73210;73;89504;132281;130333;132998;131663;126554
Grésy-sur-Aix;73100;73;53176;69592;60119;65582;61292;67310
Revin;08500;8;207920;217023;220287;248436;279310;288581
Laval;53000;53;1106735;1842106;1786886;1757286;1666349;1664147
Aixe-sur-Vienne;87700;87;8611;10016;5734;8524;8301;8442
